Vehicle_Type,TollBoothID,Lane_Type,Vehicle_Dimensions,Geographical_Location,Vehicle_Speed,Fraud_indicator,state,month,time-of-day
Car,A-101,Express,Small,"13.21331620748757, 77.55413526894684",46,Not Fraud,Tamil Nadu,6,4
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",81,Not Fraud,Tamil Nadu,6,19
Truck,C-103,Express,Large,"13.21331620748757, 77.55413526894684",60,Not Fraud,Tamil Nadu,7,11
Van,B-102,Regular,Medium,"13.21331620748757, 77.55413526894684",88,Fraud,Tamil Nadu,8,2
Sedan,A-101,Express,Medium,"13.21331620748757, 77.55413526894684",53,Not Fraud,Tamil Nadu,8,17
SUV,B-102,Regular,Large,"13.21331620748757, 77.55413526894684",77,Not Fraud,Tamil Nadu,9,9
Bus ,C-103,Express,Large,"13.21331620748757, 77.55413526894684",64,Not Fraud,Tamil Nadu,9,0
Car,A-101,Regular,Small,"13.21331620748757, 77.55413526894684",91,Not Fraud,Tamil Nadu,10,16
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",50,Not Fraud,Tamil Nadu,10,7
Truck,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",75,Not Fraud,Tamil Nadu,11,23
Van,B-102,Express,Medium,"13.21331620748757, 77.55413526894684",59,Not Fraud,Tamil Nadu,12,14
Sedan,A-101,Regular,Medium,"13.21331620748757, 77.55413526894684",84,Not Fraud,Tamil Nadu,12,5
SUV,B-102,Express,Large,"13.21331620748757, 77.55413526894684",66,Not Fraud,Tamil Nadu,1,21
Bus ,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",93,Not Fraud,Tamil Nadu,1,12
Car,A-101,Express,Small,"13.21331620748757, 77.55413526894684",45,Not Fraud,Tamil Nadu,2,4
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",80,Not Fraud,Tamil Nadu,2,19
Truck,C-103,Express,Large,"13.21331620748757, 77.55413526894684",62,Fraud,Tamil Nadu,3,11
Van,B-102,Regular,Medium,"13.21331620748757, 77.55413526894684",86,Not Fraud,Tamil Nadu,3,3
Sedan,A-101,Express,Medium,"13.21331620748757, 77.55413526894684",51,Not Fraud,Tamil Nadu,4,18
SUV,B-102,Regular,Large,"13.21331620748757, 77.55413526894684",73,Fraud,Tamil Nadu,4,10
Bus ,C-103,Express,Large,"13.21331620748757, 77.55413526894684",56,Not Fraud,Tamil Nadu,5,1
Car,A-101,Regular,Small,"13.21331620748757, 77.55413526894684",82,Not Fraud,Tamil Nadu,6,17
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",70,Not Fraud,Tamil Nadu,6,8
Truck,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",97,Not Fraud,Tamil Nadu,7,15
Van,B-102,Express,Medium,"13.21331620748757, 77.55413526894684",47,Not Fraud,Tamil Nadu,8,6
Sedan,A-101,Regular,Medium,"13.21331620748757, 77.55413526894684",84,Not Fraud,Tamil Nadu,8,22
SUV,B-102,Express,Large,"13.21331620748757, 77.55413526894684",65,Not Fraud,Tamil Nadu,9,13
Bus ,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",92,Not Fraud,Tamil Nadu,10,5
Car,A-101,Express,Small,"13.21331620748757, 77.55413526894684",53,Not Fraud,Tamil Nadu,10,20
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",79,Not Fraud,Tamil Nadu,11,11
Truck,C-103,Express,Large,"13.21331620748757, 77.55413526894684",61,Not Fraud,Tamil Nadu,11,3
Van,B-102,Regular,Medium,"13.21331620748757, 77.55413526894684",89,Not Fraud,Tamil Nadu,12,18
Sedan,A-101,Express,Medium,"13.21331620748757, 77.55413526894684",44,Fraud,Tamil Nadu,12,10
SUV,B-102,Regular,Large,"13.21331620748757, 77.55413526894684",78,Fraud,Tamil Nadu,1,1
Bus ,C-103,Express,Large,"13.21331620748757, 77.55413526894684",67,Not Fraud,Tamil Nadu,1,16
Car,A-101,Regular,Small,"13.21331620748757, 77.55413526894684",95,Fraud,Tamil Nadu,2,8
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",55,Not Fraud,Tamil Nadu,3,23
Truck,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",80,Not Fraud,Tamil Nadu,3,15
Van,B-102,Express,Medium,"13.21331620748757, 77.55413526894684",62,Not Fraud,Tamil Nadu,4,6
Sedan,A-101,Regular,Medium,"13.21331620748757, 77.55413526894684",87,Not Fraud,Maharashtra,4,22
SUV,B-102,Express,Large,"13.21331620748757, 77.55413526894684",47,Fraud,Kerala,5,13
Bus ,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",73,Not Fraud,Gujarat,5,4
Car,A-101,Express,Small,"13.21331620748757, 77.55413526894684",68,Not Fraud,Tamil Nadu,6,20
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",91,Not Fraud,Rajasthan,6,11
Truck,C-103,Express,Large,"13.21331620748757, 77.55413526894684",52,Not Fraud,Delhi,7,3
Van,B-102,Regular,Medium,"13.21331620748757, 77.55413526894684",82,Not Fraud,Uttar Pradesh,8,18
Sedan,A-101,Express,Medium,"13.21331620748757, 77.55413526894684",56,Not Fraud,West Bengal,8,9
SUV,B-102,Regular,Large,"13.21331620748757, 77.55413526894684",84,Not Fraud,Madhya Pradesh,9,1
Bus ,C-103,Express,Large,"13.21331620748757, 77.55413526894684",69,Not Fraud,Haryana,9,16
Car,A-101,Regular,Small,"13.21331620748757, 77.55413526894684",94,Not Fraud,Bihar,10,8
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",49,Not Fraud,Karnataka,10,23
Truck,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",76,Not Fraud,Andhra Pradesh,11,15
Van,B-102,Express,Medium,"13.21331620748757, 77.55413526894684",63,Fraud,Telangana,12,6
Sedan,A-101,Regular,Medium,"13.21331620748757, 77.55413526894684",88,Not Fraud,Maharashtra,12,21
SUV,B-102,Express,Large,"13.21331620748757, 77.55413526894684",74,Not Fraud,Kerala,1,13
Bus ,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",96,Fraud,Gujarat,1,4
Car,A-101,Express,Small,"13.21331620748757, 77.55413526894684",61,Not Fraud,Tamil Nadu,2,20
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",85,Not Fraud,Maharashtra,2,11
Truck,C-103,Express,Large,"13.21331620748757, 77.55413526894684",52,Not Fraud,Maharashtra,3,3
Van,B-102,Regular,Medium,"13.21331620748757, 77.55413526894684",79,Fraud,Maharashtra,3,18
Sedan,A-101,Express,Medium,"13.21331620748757, 77.55413526894684",66,Not Fraud,Maharashtra,4,9
SUV,B-102,Regular,Large,"13.21331620748757, 77.55413526894684",90,Not Fraud,Maharashtra,5,1
Bus ,C-103,Express,Large,"13.21331620748757, 77.55413526894684",48,Not Fraud,Maharashtra,5,16
Car,A-101,Regular,Small,"13.21331620748757, 77.55413526894684",77,Not Fraud,Maharashtra,6,8
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",60,Not Fraud,Maharashtra,6,23
Truck,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",83,Not Fraud,Maharashtra,7,15
Van,B-102,Express,Medium,"13.21331620748757, 77.55413526894684",71,Not Fraud,Maharashtra,7,7
Sedan,A-101,Regular,Medium,"13.21331620748757, 77.55413526894684",97,Not Fraud,Maharashtra,8,22
SUV,B-102,Express,Large,"13.21331620748757, 77.55413526894684",46,Not Fraud,Maharashtra,9,14
Bus ,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",81,Not Fraud,Maharashtra,9,5
Car,A-101,Express,Small,"13.21331620748757, 77.55413526894684",64,Not Fraud,Maharashtra,10,21
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",93,Not Fraud,Maharashtra,10,12
Truck,C-103,Express,Large,"13.21331620748757, 77.55413526894684",57,Not Fraud,Maharashtra,11,3
Van,B-102,Regular,Medium,"13.21331620748757, 77.55413526894684",86,Not Fraud,Maharashtra,11,19
Sedan,A-101,Express,Medium,"13.21331620748757, 77.55413526894684",55,Fraud,Maharashtra,12,10
SUV,B-102,Regular,Large,"13.21331620748757, 77.55413526894684",82,Not Fraud,Maharashtra,12,2
Bus ,C-103,Express,Large,"13.21331620748757, 77.55413526894684",63,Not Fraud,Maharashtra,1,17
Car,A-101,Regular,Small,"13.21331620748757, 77.55413526894684",90,Not Fraud,Maharashtra,1,9
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",48,Not Fraud,Maharashtra,2,0
Truck,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",76,Fraud,Maharashtra,3,15
Van,B-102,Express,Medium,"13.21331620748757, 77.55413526894684",58,Not Fraud,Maharashtra,3,7
Sedan,A-101,Regular,Medium,"13.21331620748757, 77.55413526894684",87,Not Fraud,Maharashtra,4,22
SUV,B-102,Express,Large,"13.21331620748757, 77.55413526894684",67,Not Fraud,Maharashtra,4,14
Bus ,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",94,Not Fraud,Maharashtra,5,5
Car,A-101,Express,Small,"13.21331620748757, 77.55413526894684",71,Not Fraud,Maharashtra,5,20
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",89,Not Fraud,Maharashtra,6,12
Truck,C-103,Express,Large,"13.21331620748757, 77.55413526894684",52,Not Fraud,Maharashtra,7,3
Van,B-102,Regular,Medium,"13.21331620748757, 77.55413526894684",79,Not Fraud,Maharashtra,7,19
Sedan,A-101,Express,Medium,"13.21331620748757, 77.55413526894684",66,Not Fraud,Maharashtra,8,10
SUV,B-102,Regular,Large,"13.21331620748757, 77.55413526894684",95,Fraud,Maharashtra,8,2
Bus ,C-103,Express,Large,"13.21331620748757, 77.55413526894684",44,Fraud,Maharashtra,9,17
Car,A-101,Regular,Small,"13.21331620748757, 77.55413526894684",78,Not Fraud,Maharashtra,9,8
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",61,Not Fraud,Maharashtra,10,0
Truck,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",85,Not Fraud,Maharashtra,10,15
Van,B-102,Express,Medium,"13.21331620748757, 77.55413526894684",49,Fraud,Maharashtra,11,7
Sedan,A-101,Regular,Medium,"13.21331620748757, 77.55413526894684",74,Not Fraud,Maharashtra,12,22
SUV,B-102,Express,Large,"13.21331620748757, 77.55413526894684",69,Not Fraud,Maharashtra,12,14
Bus ,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",92,Not Fraud,Maharashtra,1,6
Car,A-101,Express,Small,"13.21331620748757, 77.55413526894684",57,Not Fraud,Maharashtra,1,21
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",83,Not Fraud,Maharashtra,2,13
Truck,C-103,Express,Large,"13.21331620748757, 77.55413526894684",68,Not Fraud,Maharashtra,2,4
Van,B-102,Regular,Medium,"13.21331620748757, 77.55413526894684",96,Not Fraud,Maharashtra,3,20
Sedan,A-101,Express,Medium,"13.21331620748757, 77.55413526894684",46,Not Fraud,Maharashtra,3,11
SUV,B-102,Regular,Large,"13.21331620748757, 77.55413526894684",81,Not Fraud,Maharashtra,4,2
Bus ,C-103,Express,Large,"13.21331620748757, 77.55413526894684",60,Not Fraud,Maharashtra,5,18
Car,A-101,Regular,Small,"13.21331620748757, 77.55413526894684",88,Not Fraud,Maharashtra,5,9
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",53,Not Fraud,Maharashtra,6,1
Truck,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",77,Not Fraud,Maharashtra,6,16
Van,B-102,Express,Medium,"13.21331620748757, 77.55413526894684",64,Not Fraud,Maharashtra,7,8
Sedan,A-101,Regular,Medium,"13.21331620748757, 77.55413526894684",91,Not Fraud,Maharashtra,7,23
SUV,B-102,Express,Large,"13.21331620748757, 77.55413526894684",50,Not Fraud,Maharashtra,8,14
Bus ,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",75,Not Fraud,Maharashtra,9,6
Car,A-101,Express,Small,"13.21331620748757, 77.55413526894684",59,Fraud,Maharashtra,9,21
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",84,Not Fraud,Maharashtra,10,13
Truck,C-103,Express,Large,"13.21331620748757, 77.55413526894684",66,Not Fraud,Maharashtra,10,4
Van,B-102,Regular,Medium,"13.21331620748757, 77.55413526894684",93,Not Fraud,Maharashtra,11,19
Sedan,A-101,Express,Medium,"13.21331620748757, 77.55413526894684",45,Not Fraud,Maharashtra,11,11
SUV,B-102,Regular,Large,"13.21331620748757, 77.55413526894684",80,Not Fraud,Maharashtra,12,2
Bus ,C-103,Express,Large,"13.21331620748757, 77.55413526894684",62,Not Fraud,Maharashtra,12,18
Car,A-101,Regular,Small,"13.21331620748757, 77.55413526894684",86,Fraud,Maharashtra,1,9
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",51,Not Fraud,Maharashtra,1,1
Truck,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",73,Not Fraud,Maharashtra,2,16
Van,B-102,Express,Medium,"13.21331620748757, 77.55413526894684",56,Fraud,Maharashtra,3,7
Sedan,A-101,Regular,Medium,"13.21331620748757, 77.55413526894684",82,Fraud,Maharashtra,3,23
SUV,B-102,Express,Large,"13.21331620748757, 77.55413526894684",70,Not Fraud,Maharashtra,4,14
Bus ,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",97,Fraud,Maharashtra,4,6
Car,A-101,Express,Small,"13.21331620748757, 77.55413526894684",47,Not Fraud,Maharashtra,5,21
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",84,Not Fraud,Maharashtra,5,13
Truck,C-103,Express,Large,"13.21331620748757, 77.55413526894684",65,Not Fraud,Maharashtra,6,5
Van,B-102,Regular,Medium,"13.21331620748757, 77.55413526894684",92,Not Fraud,Maharashtra,7,20
Sedan,A-101,Express,Medium,"13.21331620748757, 77.55413526894684",53,Not Fraud,Maharashtra,7,12
SUV,B-102,Regular,Large,"13.21331620748757, 77.55413526894684",79,Not Fraud,Maharashtra,8,3
Bus ,C-103,Express,Large,"13.21331620748757, 77.55413526894684",61,Not Fraud,Maharashtra,8,19
Car,A-101,Regular,Small,"13.21331620748757, 77.55413526894684",89,Not Fraud,Maharashtra,9,10
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",44,Not Fraud,Maharashtra,9,1
Truck,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",78,Not Fraud,Maharashtra,10,17
Van,B-102,Express,Medium,"13.21331620748757, 77.55413526894684",67,Not Fraud,Maharashtra,11,8
Sedan,A-101,Regular,Medium,"13.21331620748757, 77.55413526894684",95,Not Fraud,Maharashtra,11,0
SUV,B-102,Express,Large,"13.21331620748757, 77.55413526894684",55,Fraud,Rajasthan,12,15
Bus ,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",80,Not Fraud,Delhi,12,7
Car,A-101,Express,Small,"13.21331620748757, 77.55413526894684",62,Not Fraud,Maharashtra,1,22
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",87,Not Fraud,Maharashtra,1,13
Truck,C-103,Express,Large,"13.21331620748757, 77.55413526894684",47,Not Fraud,Maharashtra,2,5
Van,B-102,Regular,Medium,"13.21331620748757, 77.55413526894684",73,Not Fraud,Maharashtra,2,20
Sedan,A-101,Express,Medium,"13.21331620748757, 77.55413526894684",68,Fraud,Maharashtra,3,12
SUV,B-102,Regular,Large,"13.21331620748757, 77.55413526894684",91,Not Fraud,Maharashtra,4,3
Bus ,C-103,Express,Large,"13.21331620748757, 77.55413526894684",52,Not Fraud,Maharashtra,4,19
Car,A-101,Regular,Small,"13.21331620748757, 77.55413526894684",82,Not Fraud,Andhra Pradesh,5,11
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",56,Not Fraud,Andhra Pradesh,5,2
Truck,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",84,Not Fraud,Andhra Pradesh,6,18
Van,B-102,Express,Medium,"13.21331620748757, 77.55413526894684",65,Not Fraud,Andhra Pradesh,6,9
Sedan,A-101,Regular,Medium,"13.21331620748757, 77.55413526894684",78,Not Fraud,Andhra Pradesh,7,1
SUV,B-102,Express,Large,"13.21331620748757, 77.55413526894684",53,Not Fraud,Andhra Pradesh,7,16
Bus ,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",92,Not Fraud,Andhra Pradesh,8,7
Car,A-101,Express,Small,"13.21331620748757, 77.55413526894684",60,Not Fraud,Andhra Pradesh,9,23
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",105,Not Fraud,Andhra Pradesh,9,14
Truck,C-103,Express,Large,"13.21331620748757, 77.55413526894684",70,Not Fraud,Andhra Pradesh,10,6
Van,B-102,Regular,Medium,"13.21331620748757, 77.55413526894684",88,Not Fraud,Andhra Pradesh,10,21
Sedan,A-101,Express,Medium,"13.21331620748757, 77.55413526894684",45,Not Fraud,Andhra Pradesh,11,13
SUV,B-102,Regular,Large,"13.21331620748757, 77.55413526894684",72,Not Fraud,Andhra Pradesh,11,5
Bus ,C-103,Express,Large,"13.21331620748757, 77.55413526894684",58,Fraud,Andhra Pradesh,12,20
Car,A-101,Regular,Small,"13.21331620748757, 77.55413526894684",81,Not Fraud,Andhra Pradesh,12,12
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",67,Not Fraud,Andhra Pradesh,1,3
Truck,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",98,Not Fraud,Andhra Pradesh,2,19
Van,B-102,Express,Medium,"13.21331620748757, 77.55413526894684",50,Not Fraud,Andhra Pradesh,2,10
Sedan,A-101,Regular,Medium,"13.21331620748757, 77.55413526894684",75,Not Fraud,Andhra Pradesh,3,1
SUV,B-102,Express,Large,"13.21331620748757, 77.55413526894684",62,Not Fraud,Andhra Pradesh,3,17
Bus ,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",84,Not Fraud,Andhra Pradesh,4,8
Car,A-101,Express,Small,"13.21331620748757, 77.55413526894684",55,Not Fraud,Andhra Pradesh,4,0
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",80,Not Fraud,Andhra Pradesh,5,15
Truck,C-103,Express,Large,"13.21331620748757, 77.55413526894684",68,Not Fraud,Andhra Pradesh,5,7
Van,B-102,Regular,Medium,"13.21331620748757, 77.55413526894684",90,Fraud,Andhra Pradesh,6,22
Sedan,A-101,Express,Medium,"13.21331620748757, 77.55413526894684",48,Not Fraud,Andhra Pradesh,7,13
SUV,B-102,Regular,Large,"13.21331620748757, 77.55413526894684",77,Not Fraud,Andhra Pradesh,7,5
Bus ,C-103,Express,Large,"13.21331620748757, 77.55413526894684",63,Not Fraud,Andhra Pradesh,8,20
Car,A-101,Regular,Small,"13.21331620748757, 77.55413526894684",87,Fraud,Andhra Pradesh,8,12
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",52,Not Fraud,Andhra Pradesh,9,3
Truck,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",95,Not Fraud,Andhra Pradesh,9,19
Van,B-102,Express,Medium,"13.21331620748757, 77.55413526894684",73,Not Fraud,Andhra Pradesh,10,11
Sedan,A-101,Regular,Medium,"13.21331620748757, 77.55413526894684",82,Not Fraud,Andhra Pradesh,11,2
SUV,B-102,Express,Large,"13.21331620748757, 77.55413526894684",57,Not Fraud,Andhra Pradesh,11,18
Bus ,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",96,Not Fraud,Andhra Pradesh,12,9
Car,A-101,Express,Small,"13.21331620748757, 77.55413526894684",66,Not Fraud,Andhra Pradesh,12,1
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",89,Not Fraud,Andhra Pradesh,1,16
Truck,C-103,Express,Large,"13.21331620748757, 77.55413526894684",51,Not Fraud,Andhra Pradesh,1,7
Van,B-102,Regular,Medium,"13.21331620748757, 77.55413526894684",76,Not Fraud,Andhra Pradesh,2,23
Sedan,A-101,Express,Medium,"13.21331620748757, 77.55413526894684",61,Not Fraud,Andhra Pradesh,2,14
SUV,B-102,Regular,Large,"13.21331620748757, 77.55413526894684",85,Not Fraud,Andhra Pradesh,3,6
Bus ,C-103,Express,Large,"13.21331620748757, 77.55413526894684",74,Not Fraud,Andhra Pradesh,4,21
Car,A-101,Regular,Small,"13.21331620748757, 77.55413526894684",93,Not Fraud,Andhra Pradesh,4,13
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",49,Not Fraud,Andhra Pradesh,5,5
Truck,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",83,Not Fraud,Andhra Pradesh,5,20
Van,B-102,Express,Medium,"13.21331620748757, 77.55413526894684",59,Not Fraud,Andhra Pradesh,6,12
Sedan,A-101,Regular,Medium,"13.21331620748757, 77.55413526894684",91,Not Fraud,Andhra Pradesh,6,3
SUV,B-102,Express,Large,"13.21331620748757, 77.55413526894684",71,Not Fraud,Andhra Pradesh,7,19
Bus ,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",86,Not Fraud,Andhra Pradesh,8,10
Car,A-101,Express,Small,"13.21331620748757, 77.55413526894684",56,Not Fraud,Andhra Pradesh,8,1
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",79,Not Fraud,Andhra Pradesh,9,17
Truck,C-103,Express,Large,"13.21331620748757, 77.55413526894684",64,Not Fraud,Andhra Pradesh,9,8
Van,B-102,Regular,Medium,"13.21331620748757, 77.55413526894684",97,Not Fraud,Andhra Pradesh,10,0
Sedan,A-101,Express,Medium,"13.21331620748757, 77.55413526894684",69,Not Fraud,Andhra Pradesh,10,15
SUV,B-102,Regular,Large,"13.21331620748757, 77.55413526894684",94,Not Fraud,Andhra Pradesh,11,7
Bus ,C-103,Express,Large,"13.21331620748757, 77.55413526894684",54,Not Fraud,Andhra Pradesh,12,22
Car,A-101,Regular,Small,"13.21331620748757, 77.55413526894684",81,Not Fraud,Andhra Pradesh,12,13
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",65,Not Fraud,Andhra Pradesh,1,5
Truck,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",92,Not Fraud,Andhra Pradesh,1,20
Van,B-102,Express,Medium,"13.21331620748757, 77.55413526894684",50,Not Fraud,Andhra Pradesh,2,12
Sedan,A-101,Regular,Medium,"13.21331620748757, 77.55413526894684",75,Not Fraud,Andhra Pradesh,2,3
SUV,B-102,Express,Large,"13.21331620748757, 77.55413526894684",58,Not Fraud,Andhra Pradesh,3,19
Bus ,C-103,Regular,Large,"13.21331620748757, 77.55413526894684",89,Fraud,Andhra Pradesh,3,11
Car,A-101,Express,Small,"13.21331620748757, 77.55413526894684",44,Not Fraud,Andhra Pradesh,4,2
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",78,Not Fraud,Andhra Pradesh,5,18
Truck,C-103,Express,Large,"13.21331620748757, 77.55413526894684",67,Not Fraud,Andhra Pradesh,5,9
Van,B-102,Regular,Medium,"13.21331620748757, 77.55413526894684",95,Not Fraud,Andhra Pradesh,6,1
Sedan,A-101,Express,Medium,"13.21331620748757, 77.55413526894684",55,Fraud,Andhra Pradesh,6,16
SUV,B-102,Regular,Large,"13.21331620748757, 77.55413526894684",80,Not Fraud,Andhra Pradesh,7,7
Bus ,C-103,Express,Large,"13.21331620748757, 77.55413526894684",62,Not Fraud,Andhra Pradesh,7,23
Car,A-101,Regular,Small,"13.21331620748757, 77.55413526894684",87,Not Fraud,Andhra Pradesh,8,14
Motorcycle,D-106,Regular,Small,"13.21331620748757, 77.55413526894684",47,Not Fraud,Andhra Pradesh,8,6
